@relation pulm-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S22222

@attribute X20 numeric
@attribute X246 numeric
@attribute X339 numeric
@attribute X579 numeric
@attribute X1027 numeric
@attribute X1295 numeric
@attribute X1316 numeric
@attribute X1918 numeric
@attribute X2340 numeric
@attribute X2485 numeric
@attribute X2487 numeric
@attribute X2769 numeric
@attribute X2951 numeric
@attribute X3197 numeric
@attribute X3517 numeric
@attribute X3932 numeric
@attribute X4010 numeric
@attribute X4025 numeric
@attribute X4270 numeric
@attribute X4293 numeric
@attribute X4513 numeric
@attribute X4614 numeric
@attribute X5354 numeric
@attribute X5387 numeric
@attribute X5397 numeric
@attribute X5477 numeric
@attribute X5899 numeric
@attribute X6151 numeric
@attribute X6176 numeric
@attribute X6551 numeric
@attribute X6752 numeric
@attribute X7827 numeric
@attribute X7872 numeric
@attribute X8129 numeric
@attribute X8433 numeric
@attribute X8620 numeric
@attribute X8885 numeric
@attribute X9313 numeric
@attribute X9698 numeric
@attribute X10150 numeric
@attribute X11455 numeric
@attribute X12255 numeric
@attribute X12518 numeric
@attribute X12754 numeric
@attribute X13047 numeric
@attribute X13123 numeric
@attribute X13639 numeric
@attribute X14505 numeric
@attribute X14707 numeric
@attribute X14853 numeric
@attribute X14856 numeric
@attribute X14867 numeric
@attribute X14958 numeric
@attribute X15148 numeric
@attribute X15173 numeric
@attribute X15190 numeric
@attribute X15235 numeric
@attribute X15258 numeric
@attribute X15359 numeric
@attribute X15853 numeric
@attribute X16102 numeric
@attribute X16104 numeric
@attribute X16432 numeric
@attribute X16439 numeric
@attribute X16451 numeric
@attribute X16668 numeric
@attribute X18489 numeric
@attribute X18801 numeric
@attribute X18893 numeric
@attribute X19030 numeric
@attribute X19523 numeric
@attribute X19702 numeric
@attribute X19727 numeric
@attribute X19931 numeric
@attribute X20033 numeric
@attribute X20973 numeric
@attribute X21290 numeric
@attribute X21863 numeric
@attribute X22074 numeric
@attribute X23092 numeric
@attribute X23624 numeric
@attribute X25728 numeric
@attribute X27427 numeric
@attribute X27485 numeric
@attribute X27519 numeric
@attribute X27692 numeric
@attribute X27774 numeric
@attribute X27882 numeric
@attribute X28100 numeric
@attribute X28493 numeric
@attribute X28622 numeric
@attribute X28674 numeric
@attribute X28781 numeric
@attribute X29262 numeric
@attribute X31357 numeric
@attribute X31524 numeric
@attribute X31811 numeric
@attribute X32023 numeric
@attribute X32053 numeric
@attribute X33045 numeric
@attribute pulm.columns.disease.state {'PF + intermediate PH','PF + no PH','PF + severe PH','PH validation set'}

@data

5.75997,3.83295,8.69664,8.55507,5.85491,6.01067,11.066,7.38625,8.95134,4.72084,5.66549,6.59425,8.99672,6.93944,3.04698,8.12354,4.74298,7.03678,2.3801,3.0723,5.93314,4.28579,7.84542,7.07459,7.27616,3.21948,8.48023,3.19494,2.28372,9.43954,8.6881,4.66218,3.03546,9.76923,8.53832,3.02703,8.14069,6.57344,9.69761,7.38001,7.86843,8.91967,9.42979,7.24151,4.3714,7.91309,8.68917,9.66572,7.50624,6.07904,8.20876,1.61095,1.78098,7.01147,8.7154,7.20319,5.81936,7.26194,5.75146,2.12999,4.05795,4.53695,5.9814,11.6796,6.4678,2.62028,5.40694,4.97522,5.65221,4.76351,7.65008,8.69886,6.14303,7.61383,8.91241,6.18233,3.17293,8.10056,7.16856,7.34923,6.49316,6.99257,8.87127,7.76283,3.64401,6.66733,1.8856,6.88523,2.6426,3.79672,4.89961,7.19758,5.51075,?,?,?,?,?,?,?,'PF + severe PH'
6.16538,3.92643,8.6282,8.59305,5.97491,6.46107,11.0851,7.2523,8.65918,4.73797,5.99461,6.90953,8.69566,7.33908,2.7889,8.82839,5.14241,7.35,2.48965,3.13128,6.04874,3.77639,7.96134,7.36822,7.78474,3.14255,8.28619,3.30894,1.71306,8.69926,8.58825,4.57602,2.89574,9.61745,8.28136,2.44852,8.59891,6.75512,9.72349,7.74382,7.44911,8.79118,9.12838,7.59698,4.74561,7.84466,8.57813,9.32948,6.86675,6.05268,8.17507,1.68116,1.49315,6.97077,8.21492,7.41334,6.06572,7.65847,5.74594,1.72242,3.025,4.7055,6.24925,12.444,6.58733,2.5579,5.48348,5.39912,5.96658,3.93528,8.50674,8.57837,6.51624,6.83769,8.62499,6.45832,3.01714,8.14018,6.99019,7.30337,6.59183,6.72637,8.46053,7.84899,4.15293,7.07372,2.58894,6.65294,2.9873,3.71839,5.07815,7.05097,5.26621,?,?,?,?,?,?,?,'PF + severe PH'
6.14009,4.15145,8.7468,8.70787,6.00855,6.04444,11.0959,6.79643,8.99256,4.97742,5.80262,6.79172,9.02553,7.40579,2.32064,8.41649,4.8878,7.25395,2.49391,3.02868,5.79409,3.99289,7.93393,7.09897,7.57519,3.27902,8.25119,3.13975,2.36726,9.51548,8.77024,4.59934,2.60015,9.61185,8.17218,2.92916,8.43752,6.44142,9.65933,7.59533,7.89424,8.78316,9.53724,7.65336,4.44246,7.94227,8.26555,9.42323,6.31881,5.70889,8.49482,1.68621,1.92781,6.76385,8.36352,7.38116,5.85703,7.43065,5.82053,1.79806,3.0128,4.71027,6.20503,11.4527,6.81713,2.70818,4.95282,5.34033,6.45509,4.51551,7.7219,8.7094,6.17364,6.96341,9.15882,5.98938,2.72934,8.14516,6.60876,7.22304,6.99128,7.37225,8.56754,7.85367,4.19676,6.97407,2.40601,6.91982,2.83945,3.81041,5.16244,7.09439,5.58469,?,?,?,?,?,?,?,'PF + severe PH'
6.03207,3.07505,8.49267,7.98859,6.27712,6.52778,11.1741,7.27438,8.90238,4.76806,6.09747,6.97829,8.77751,7.08206,2.78339,9.02373,5.42434,7.25365,2.87492,2.65104,6.40937,4.28697,8.10283,7.42303,8.014,2.95791,8.07306,3.22651,1.96709,8.4751,8.53722,4.35932,3.42359,9.53699,8.50195,2.61585,8.40196,6.71665,9.64579,8.09193,7.56571,8.5792,9.04182,7.50884,4.77786,8.01416,8.53802,9.60012,8.32503,6.02439,8.21162,1.53569,1.54427,6.43769,8.60499,7.44701,5.88695,7.6261,6.22849,1.9782,3.44525,4.55186,6.28484,13.4701,6.88531,2.34304,5.13189,5.32962,6.49901,3.92704,10.3113,8.53014,5.74599,7.02541,9.29533,5.78652,3.14703,8.47834,6.56048,7.24662,6.38804,7.20405,7.91698,7.78385,4.3665,6.86507,2.04079,6.82413,2.97116,3.99476,5.00366,7.02948,6.06572,?,?,?,?,?,?,?,'PF + severe PH'
5.82857,3.66037,8.80457,8.33564,5.85108,5.78291,11.0062,6.80563,8.91152,4.56917,5.37279,6.80048,9.47896,7.24153,3.22699,8.40693,4.75583,6.97616,2.44607,2.94265,5.7498,3.8852,7.80388,6.88419,7.01296,3.36954,8.15641,3.29806,2.5314,8.67409,8.79684,4.66098,2.70525,9.74264,8.66013,2.85104,8.08729,6.69307,9.67311,7.2552,7.77039,8.87377,9.55032,7.31162,4.31302,8.3906,8.53661,9.73424,7.09617,5.89199,8.41149,1.79886,1.5613,6.93261,8.70939,7.46244,5.38246,7.13488,5.76916,1.86727,5.24244,4.55747,5.88195,8.03592,6.70038,2.60567,5.17403,5.47094,7.06421,4.63322,7.30429,8.36166,5.84259,7.46104,8.09609,6.23437,2.97191,8.24156,6.89556,6.93296,7.1428,8.00281,9.08726,8.32333,3.99896,6.75985,2.40274,7.39,2.83669,3.56835,5.35471,7.10013,5.32136,?,?,?,?,?,?,?,'PF + severe PH'
5.70484,4.56987,8.60786,8.48409,5.8201,5.90124,11.1325,7.01474,8.93625,5.02143,5.73262,6.65557,8.98335,7.38935,3.22668,8.41691,4.83635,7.1225,2.62246,3.13449,6.05352,4.12005,7.92692,7.08584,7.34463,3.41279,8.38801,3.25622,1.87186,8.90493,8.92504,4.70274,3.13599,9.69383,8.53397,2.59357,8.0954,6.77922,9.72069,7.48388,7.71809,8.7981,9.45838,7.44559,4.35792,7.87376,8.65485,9.7025,7.56603,5.97485,8.40705,1.82302,1.78579,6.79338,8.26532,7.66077,5.67461,7.34087,5.79528,1.80939,3.37073,4.75502,5.924,12.9064,6.73581,2.38961,5.40899,5.28185,6.76227,4.28857,8.52787,8.54761,6.01012,7.02956,8.96134,6.29453,2.94,8.13642,7.04749,7.35577,6.92348,7.39529,8.49092,7.99083,4.03044,7.06843,2.46909,7.30305,2.81417,3.81577,4.91545,7.16448,5.75301,?,?,?,?,?,?,?,'PF + severe PH'
5.83873,4.24439,8.71841,8.44651,6.08428,5.7104,11.0331,6.99814,9.1236,4.59272,5.47157,6.76865,8.86442,6.96346,3.0858,8.69564,4.88587,7.03972,2.50236,2.71363,6.2344,4.04973,7.91571,6.89556,7.23387,2.98391,8.584,3.40232,2.12216,9.11494,8.75453,3.84617,2.89793,9.79151,8.38689,3.362,8.18139,6.57131,9.76312,7.17874,8.15397,8.73162,9.21907,7.45786,4.28315,7.85778,8.76496,9.31623,6.57308,5.55564,8.34008,1.55518,1.6757,6.9376,8.3003,7.56518,5.49874,7.0154,5.71156,2.0924,3.21003,4.30987,5.68401,12.5514,6.61411,2.34146,5.01044,5.11075,5.15028,4.26554,8.42284,8.5896,6.81331,7.29882,9.2675,6.24838,3.16456,8.1749,6.79871,7.13053,6.36923,6.9815,8.81605,7.84091,3.53465,7.05527,2.43675,6.84015,2.66227,3.97394,5.10962,7.3863,5.68565,?,?,?,?,?,?,?,'PF + severe PH'
6.1766,3.83962,8.67003,8.4622,6.06337,6.02846,11.1522,7.08394,9.46482,5.07186,5.87279,6.89047,8.91556,7.12854,3.60436,8.90225,5.33522,7.18288,2.52254,2.774,6.37982,3.89554,8.10094,7.13926,7.41568,3.25671,8.18371,3.51613,2.36745,8.83863,8.6841,4.61547,3.34579,9.65421,8.53187,2.46189,8.55096,6.79395,9.50325,7.62634,7.80578,8.6664,9.39948,7.42632,4.86475,7.91826,8.6417,9.3672,6.60482,5.89414,8.35838,1.70697,2.08691,6.9321,8.56073,7.418,5.93042,7.44282,5.94413,1.98898,3.88735,4.65109,6.20629,13.3365,6.76867,2.40002,5.61038,5.18097,6.37551,4.51285,8.88562,8.76784,6.14372,7.04701,9.11813,5.91739,2.75825,8.12364,6.78643,7.08547,6.41776,7.62801,8.44176,7.84143,4.35166,6.87512,2.03523,6.82579,2.83669,4.2049,5.17444,7.25026,5.6066,?,?,?,?,?,?,?,'PF + severe PH'
6.17498,3.95649,8.91215,8.43295,6.07087,6.2278,10.8021,7.31506,8.35648,4.85501,5.87279,6.80005,8.80124,7.02942,2.31329,9.07405,5.41529,7.38453,2.43981,3.34669,6.53995,4.29292,7.81137,7.18617,7.73556,2.85866,8.3095,3.60732,1.89851,9.37525,8.22234,4.63562,3.13787,9.85389,8.65809,2.98008,8.48046,6.77953,9.57059,7.50146,7.17487,8.86202,9.71321,7.48374,4.48638,7.70983,8.0757,9.81799,6.15726,6.01686,8.28084,1.41881,1.55158,6.58711,8.97865,7.32966,5.90348,7.41658,5.61541,2.20614,3.50546,4.62417,5.94714,12.6114,6.57058,3.18808,5.43164,5.47709,5.49991,3.85465,8.90334,8.58562,6.10497,7.29835,9.13754,6.03763,3.04708,8.47566,6.71913,7.12886,6.72514,7.26334,8.18128,7.78024,4.40036,7.09113,2.26057,6.85237,3.00174,4.01359,5.23758,7.08845,5.76053,?,?,?,?,?,?,?,'PF + severe PH'
