@relation panc-weka.filters.unsupervised.attribute.RandomSubset-N100.0-S222

@attribute X184 numeric
@attribute X231 numeric
@attribute X254 numeric
@attribute X767 numeric
@attribute X1659 numeric
@attribute X2282 numeric
@attribute X2845 numeric
@attribute X3029 numeric
@attribute X3145 numeric
@attribute X3557 numeric
@attribute X4326 numeric
@attribute X5453 numeric
@attribute X6028 numeric
@attribute X6787 numeric
@attribute X8295 numeric
@attribute X9550 numeric
@attribute X10303 numeric
@attribute X10500 numeric
@attribute X11287 numeric
@attribute X12344 numeric
@attribute X12447 numeric
@attribute X12609 numeric
@attribute X14465 numeric
@attribute X14894 numeric
@attribute X15422 numeric
@attribute X15852 numeric
@attribute X16025 numeric
@attribute X16283 numeric
@attribute X16348 numeric
@attribute X17525 numeric
@attribute X17584 numeric
@attribute X17862 numeric
@attribute X18509 numeric
@attribute X19399 numeric
@attribute X19439 numeric
@attribute X20121 numeric
@attribute X20208 numeric
@attribute X21459 numeric
@attribute X22565 numeric
@attribute X22607 numeric
@attribute X22984 numeric
@attribute X24068 numeric
@attribute X24182 numeric
@attribute X24751 numeric
@attribute X24778 numeric
@attribute X24959 numeric
@attribute X26322 numeric
@attribute X26363 numeric
@attribute X26547 numeric
@attribute X27113 numeric
@attribute X27486 numeric
@attribute X27859 numeric
@attribute X28993 numeric
@attribute X30538 numeric
@attribute X31423 numeric
@attribute X31660 numeric
@attribute X32641 numeric
@attribute X33181 numeric
@attribute X33365 numeric
@attribute X33565 numeric
@attribute X34713 numeric
@attribute X35311 numeric
@attribute X35913 numeric
@attribute X36671 numeric
@attribute X37275 numeric
@attribute X38272 numeric
@attribute X38617 numeric
@attribute X38921 numeric
@attribute X38965 numeric
@attribute X39371 numeric
@attribute X39792 numeric
@attribute X40234 numeric
@attribute X40748 numeric
@attribute X42446 numeric
@attribute X42643 numeric
@attribute X43474 numeric
@attribute X44474 numeric
@attribute X44568 numeric
@attribute X44901 numeric
@attribute X45828 numeric
@attribute X46254 numeric
@attribute X46956 numeric
@attribute X47109 numeric
@attribute X48109 numeric
@attribute X48244 numeric
@attribute X48506 numeric
@attribute X48732 numeric
@attribute X49185 numeric
@attribute X49496 numeric
@attribute X50055 numeric
@attribute X51284 numeric
@attribute X52161 numeric
@attribute X52162 numeric
@attribute X52469 numeric
@attribute X52888 numeric
@attribute X52927 numeric
@attribute X53973 numeric
@attribute X54025 numeric
@attribute X54266 numeric
@attribute X54334 numeric
@attribute panc.columns.tissue {'normal pancreatic','PDAC tumor'}

@data

3.8679,7.05015,7.33846,3.54867,3.71922,3.61367,3.55345,3.19147,7.82906,7.58883,3.82277,3.15014,2.91065,4.39517,2.87209,3.96833,7.54856,8.84044,6.06079,5.83081,6.80035,7.07844,6.84376,5.75269,2.48121,7.42697,5.10366,5.29831,5.92447,9.99697,6.43778,6.39498,8.96163,4.1944,2.98242,5.44329,7.34694,8.59798,8.19572,7.37452,3.63965,9.38569,4.59363,3.5284,3.78627,2.88169,3.63729,5.17812,4.20326,9.28113,10.3216,8.31648,5.08817,2.99659,5.14823,7.62802,7.80299,5.27004,4.61481,2.38901,7.38755,8.23925,6.49353,8.4676,5.70006,6.71593,5.41271,7.42353,7.19316,5.0404,8.20456,4.75081,6.12745,3.98631,4.89646,3.97606,4.88482,7.20138,5.92947,5.1112,4.42257,3.41792,2.68369,4.93713,6.36613,5.57223,4.8376,2.59652,3.53746,3.36636,3.49657,6.87701,5.65384,4.87151,3.52447,4.16698,4.50458,4.73481,6.75292,5.45626,'PDAC tumor'
3.41677,7.19527,7.773,3.96037,3.90224,3.81138,3.53824,3.10614,8.18747,7.77841,3.55508,2.87329,2.91839,4.3323,2.78005,4.12482,7.93546,9.06619,6.28611,5.7252,6.55633,7.37385,6.98388,6.4182,2.65887,7.29227,5.55121,5.28286,5.90623,9.40371,6.07564,6.97687,9.07275,4.49772,3.10625,5.10327,7.17209,8.93146,8.08383,7.65914,3.47603,9.32037,3.60233,3.55508,3.6909,2.7759,3.58537,4.92026,3.77588,9.5781,10.2189,8.12908,4.33015,3.12585,5.06274,7.82452,7.71292,4.89394,4.67901,2.52168,7.88476,8.18117,6.34997,8.53202,5.93352,6.65525,5.60851,7.26922,7.53804,5.03116,8.12988,4.71598,6.14691,3.9812,4.64179,3.40877,5.46729,7.3081,6.25149,4.56375,3.97723,3.51807,2.67777,5.78546,6.0907,5.09284,4.96493,2.53918,4.29205,3.30493,3.26747,6.93533,5.51823,4.7793,3.38977,4.04541,4.24588,5.01131,6.91658,5.64908,'PDAC tumor'
3.67104,5.73232,8.0138,3.79582,4.55151,3.73296,3.67404,3.00259,7.46315,7.65048,3.69863,2.86706,2.96143,4.34348,2.82928,3.86334,8.10883,8.99003,6.0243,5.818,5.95993,7.01113,7.00866,6.23797,2.82706,8.10751,4.76813,5.1981,5.8577,9.33945,7.16365,5.71122,10.3673,4.87519,3.15578,6.7698,10.3783,8.10268,7.71212,7.58871,3.3016,9.39061,3.86013,3.62165,3.4569,2.75153,3.37688,4.79414,4.15319,9.61697,10.1441,8.1654,4.48423,2.9686,3.68236,8.47031,7.63763,4.9317,4.4964,2.2737,8.37509,7.79683,6.52402,8.60922,5.80752,6.48615,5.67099,6.93742,6.94519,5.16364,6.30664,4.60735,6.12986,3.94335,4.71188,3.72801,5.26685,7.63605,7.49491,4.42803,3.65152,3.7638,3.13382,5.48797,7.1644,5.24875,4.151,2.44771,3.18328,3.53233,3.32654,6.42069,5.06093,4.478,3.48766,4.28883,4.76825,5.1446,7.44705,6.46694,'PDAC tumor'
3.63652,5.63523,8.08023,4.09802,5.04418,3.83262,3.42855,3.13044,7.33876,8.04028,3.77152,2.93981,3.06289,4.19993,2.83636,4.1063,8.13235,8.8954,6.45318,5.43008,6.20855,6.94557,6.79962,5.85513,2.68564,8.10806,4.79203,5.04755,5.51046,9.01202,6.75501,5.93428,10.2186,4.87918,3.063,7.25075,10.0857,8.2527,7.62267,7.56991,3.56351,9.46399,3.89997,3.92468,3.95616,2.97295,3.35639,5.04527,4.14472,9.41219,10.0815,7.90409,4.44592,3.0842,3.93415,8.43233,7.39468,5.35535,4.52708,2.33007,8.05185,8.02587,6.5103,8.38549,5.68241,6.63795,5.80779,6.73296,7.01021,5.44013,6.40404,4.67869,6.3128,3.82549,4.98624,3.59068,5.0809,7.64561,7.33675,4.50832,4.38974,4.03324,2.79186,5.35929,6.62426,5.43108,4.16382,2.53339,3.0875,3.37722,3.44484,6.09263,5.11966,4.39566,3.68342,4.18474,4.68027,5.08791,7.34161,6.68824,'PDAC tumor'
3.74977,5.67849,7.34016,3.80451,4.05763,3.81171,3.45018,3.09047,7.78811,7.52336,3.84217,2.97992,3.11353,4.55593,2.70979,4.01819,7.66408,9.18783,5.98252,5.16734,5.50993,7.16696,7.10168,6.09763,2.78134,7.21815,4.92747,5.21088,5.94589,9.19839,6.78317,6.30625,10.0887,5.38641,3.12705,7.60995,9.87603,8.74791,8.16519,7.32923,3.67982,9.05448,4.08934,4.24475,3.84006,2.81297,3.41002,5.11407,3.78965,9.32559,10.128,8.0448,4.85961,3.05007,4.22369,7.91601,7.39138,5.25503,4.87068,2.42223,7.7004,8.07235,5.9336,8.79412,5.9812,6.3568,5.70121,7.41464,6.82426,5.20194,6.9094,4.13395,6.17902,4.1202,4.69686,3.79568,6.02312,7.11111,7.18863,4.98565,4.13235,3.77386,2.79,6.12132,6.54671,5.43494,4.16344,2.51962,3.49978,3.407,3.42331,6.63476,5.30664,4.95721,3.61735,4.13779,4.83685,5.22424,7.87121,6.25724,'PDAC tumor'
3.55181,5.49565,7.42091,3.90442,4.286,3.79945,3.3356,3.3791,7.78622,7.80255,3.57635,2.93397,3.21138,4.85958,2.986,4.16866,7.86546,8.99805,6.24924,5.50959,5.91463,6.97269,6.99006,6.20786,2.62027,7.60858,4.86429,5.22467,5.68083,9.15062,6.35426,6.46218,9.97845,5.781,3.14354,7.78622,9.78344,8.9271,7.98846,7.04434,3.52315,9.2359,4.14496,4.10328,3.73663,2.66352,3.43991,5.21694,4.05139,9.33882,10.063,7.98539,4.51832,2.82783,3.96856,7.98488,7.24409,4.89144,4.90174,2.30101,7.6899,8.18209,6.2181,9.12569,5.84458,6.4965,5.6079,7.26988,7.11183,5.60116,6.75164,4.70959,5.98278,3.91677,4.73182,3.81717,5.82028,6.9578,7.15986,4.83076,4.13891,4.13421,2.87685,5.67795,6.63445,5.2715,4.34965,2.49341,3.25226,3.56299,3.64124,6.419,5.54796,4.6757,3.51179,4.25617,4.87762,4.30675,7.52665,6.66848,'PDAC tumor'
3.65566,5.21346,8.20202,3.5787,4.81276,4.13192,3.43047,3.57526,7.26158,7.32186,3.95895,3.08685,2.90954,4.54045,3.13214,4.36644,7.90272,8.66711,6.35744,5.50945,5.64825,7.43441,5.72307,5.25098,2.64017,7.58839,4.7222,5.29628,6.01456,9.16995,6.19082,5.18544,10.5437,4.82959,3.29249,5.82962,10.6357,9.21363,8.00317,7.76022,3.5132,9.42905,4.20401,3.20316,3.7239,2.88806,3.61634,5.15511,4.1417,9.6153,10.2378,7.92473,4.66615,3.09136,4.29334,7.80127,8.11126,5.03697,4.57858,2.34721,8.12135,7.86826,7.11261,8.07744,5.36929,6.7141,6.38789,6.69782,6.8804,5.39785,6.07363,4.66327,6.06427,4.0732,4.90215,3.54993,5.26935,7.91912,8.8127,4.58094,3.91393,4.02995,2.90782,5.13928,7.22299,5.55227,4.10081,2.41107,2.81832,3.34069,3.57479,6.06203,5.28565,4.78622,3.52086,4.24339,4.36768,3.98757,7.74914,6.00854,'PDAC tumor'
3.64495,6.25623,7.4219,3.60563,3.57885,3.74124,3.47607,3.25468,8.60704,7.32806,3.49852,2.96866,3.05858,4.38916,2.93787,3.83067,7.57691,8.75609,6.28188,5.3,5.55871,6.58266,8.05828,5.36064,2.55373,8.08945,4.77625,5.19652,6.05237,9.05588,6.10815,6.07917,10.0432,4.57382,3.2856,6.62489,7.55277,8.88787,8.40226,7.60194,3.60895,9.04978,3.90578,3.29613,3.61459,2.89517,3.51293,4.85194,3.94667,9.08746,10.1117,8.48605,5.08329,3.40972,4.258,7.23334,7.06487,5.27615,4.63082,2.43488,6.95649,7.91205,6.69069,8.43318,6.1503,7.01389,4.78708,6.736,6.77726,4.95316,6.53885,4.64699,6.22417,4.07689,4.97838,3.65529,5.26079,8.81804,5.28553,4.94001,3.83645,3.46634,2.81253,4.97281,6.77391,5.44606,4.39023,2.48804,3.07084,3.53702,3.40566,6.34926,4.94963,4.54027,3.67117,4.42169,4.18765,4.17826,5.49363,6.11812,'PDAC tumor'
4.03372,5.32284,7.54096,3.89282,3.34031,4.54782,3.32316,3.51571,7.89931,7.53327,4.05589,3.20575,3.35043,4.41451,2.81491,4.49426,7.76641,8.80493,5.92447,5.39606,5.69733,6.59045,7.32798,5.57723,2.84538,7.08291,5.21143,5.94148,6.26905,8.89137,6.25352,6.16027,9.52678,4.86744,3.16079,8.66753,8.316,8.56151,8.49715,7.06539,3.75462,9.27484,4.42966,3.4533,4.07686,2.91447,3.89022,5.46114,4.01341,9.18874,9.69837,8.08652,4.91439,3.33593,3.78001,7.2074,6.80048,5.33237,4.66133,2.41288,6.99142,7.89456,6.65127,7.08912,5.49475,6.18245,5.12312,5.39701,6.64663,5.47436,6.13709,4.99926,6.48421,3.83748,5.54154,4.05498,4.82561,7.38921,5.82337,4.60315,4.0611,3.67068,2.90243,4.55304,6.40384,5.57911,3.84389,2.48458,3.62458,3.6734,3.61256,6.07824,5.29521,4.52382,3.54461,4.46033,4.88386,4.22371,5.76083,5.80285,'PDAC tumor'
